type,count,name,series,collection
Horizontal Autographed Memorabilia Platinum,27,Jey Uso,Raw,1/1
Horizontal Autographed Memorabilia Ruby,27,Jey Uso,Raw,/15
Jumbo Memorabilia,12,Jey Uso,Raw,/15
Jumbo Memorabilia Amethyst,12,Jey Uso,Raw,/8
Jumbo Memorabilia Emerald,12,Jey Uso,Raw,/5
Jumbo Memorabilia Gold,12,Jey Uso,Raw,/10
Jumbo Memorabilia Platinum,12,Jey Uso,Raw,1/1
Raw Logo Gems,17,Jey Uso,Raw,1/1
Base,2,Jimmy Uso,SmackDown,/25
Base Amethyst,2,Jimmy Uso,SmackDown,/8
Base Emerald,2,Jimmy Uso,SmackDown,/5
Base Gold,2,Jimmy Uso,SmackDown,/10
Base Platinum,2,Jimmy Uso,SmackDown,1/1
Base Ruby,2,Jimmy Uso,SmackDown,/15
Vertical Autographed Memorabilia,23,Jimmy Uso,SmackDown,/25
Vertical Autographed Memorabilia Amethyst,23,Jimmy Uso,SmackDown,/8
Vertical Autographed Memorabilia Bronze FOTL,23,Jimmy Uso,WWE,/3
Vertical Autographed Memorabilia Emerald,23,Jimmy Uso,SmackDown,/5
Vertical Autographed Memorabilia Gold,23,Jimmy Uso,SmackDown,/10
Vertical Autographed Memorabilia Ruby,23,Jimmy Uso,SmackDown,/15
Base Legends,57,John Cena,Legend,/25
Base Legends Amethyst,57,John Cena,Legend,/8
Base Legends Emerald,57,John Cena,Legend,/5
Base Legends Gold,57,John Cena,Legend,/10
Base Legends Platinum,57,John Cena,Legend,1/1
Base Legends Ruby,57,John Cena,Legend,/15
Flawless Achievements,17,John Cena,Legend,/25
Flawless Achievements Amethyst,17,John Cena,Legend,/8
Flawless Achievements Emerald,17,John Cena,Legend,/5
Flawless Achievements Gold,17,John Cena,Legend,/10
Flawless Achievements Platinum,17,John Cena,Legend,1/1
Flawless Achievements Ruby,17,John Cena,Legend,/15
Flawless Achievements Sapphire,17,John Cena,Legend,/20
Flawless Performances,27,John Cena,Legend,/25
Flawless Performances Amethyst,27,John Cena,Legend,/8
Flawless Performances Emerald,27,John Cena,Legend,/5
Flawless Performances Gold,27,John Cena,Legend,/10
Flawless Performances Platinum,27,John Cena,Legend,1/1
Flawless Performances Ruby,27,John Cena,Legend,/15
Flawless Performances Sapphire,27,John Cena,Legend,/20
Flawless Royal Rumble Autographs,3,John Cena,Legend,/25
Flawless Royal Rumble Autographs,13,John Cena,Legend,/25
Flawless Royal Rumble Autographs Amethyst,3,John Cena,Legend,/8
Flawless Royal Rumble Autographs Amethyst,13,John Cena,Legend,/8
Flawless Royal Rumble Autographs Emerald,3,John Cena,Legend,/5
Flawless Royal Rumble Autographs Emerald,13,John Cena,Legend,/5
Flawless Royal Rumble Autographs Gold,3,John Cena,Legend,/10
Flawless Royal Rumble Autographs Gold,13,John Cena,Legend,/10
Flawless Royal Rumble Autographs Platinum,3,John Cena,Legend,1/1
Flawless Royal Rumble Autographs Platinum,13,John Cena,Legend,1/1
Flawless Royal Rumble Autographs Ruby,3,John Cena,Legend,/15
Flawless Royal Rumble Autographs Ruby,13,John Cena,Legend,/15
Flawless Royal Rumble Autographs Sapphire,3,John Cena,Legend,/20
Flawless Royal Rumble Autographs Sapphire,13,John Cena,Legend,/20
Flawless SummerSlam Autographs,4,John Cena,Legend,/25
Flawless SummerSlam Autographs Amethyst,4,John Cena,Legend,/8
Flawless SummerSlam Autographs Emerald,4,John Cena,Legend,/5
Flawless SummerSlam Autographs Gold,4,John Cena,Legend,/10
Flawless SummerSlam Autographs Platinum,4,John Cena,Legend,1/1
Flawless SummerSlam Autographs Ruby,4,John Cena,Legend,/15
Flawless SummerSlam Autographs Sapphire,4,John Cena,Legend,/20
Flawless Survivor Series Autographs,11,John Cena,Legend,/25
Flawless Survivor Series Autographs Amethyst,11,John Cena,Legend,/8
Flawless Survivor Series Autographs Emerald,11,John Cena,Legend,/5
Flawless Survivor Series Autographs Gold,11,John Cena,Legend,/10
Flawless Survivor Series Autographs Platinum,11,John Cena,Legend,1/1
Flawless Survivor Series Autographs Ruby,11,John Cena,Legend,/15
Flawless Survivor Series Autographs Sapphire,11,John Cena,Legend,/20
Flawless WrestleMania Autographs,17,John Cena,Legend,/25
Flawless WrestleMania Autographs Amethyst,17,John Cena,Legend,/8
Flawless WrestleMania Autographs Emerald,17,John Cena,Legend,/5
Flawless WrestleMania Autographs Gold,17,John Cena,Legend,/10
Flawless WrestleMania Autographs Platinum,17,John Cena,Legend,1/1
Flawless WrestleMania Autographs Ruby,17,John Cena,Legend,/15
Flawless WrestleMania Autographs Sapphire,17,John Cena,Legend,/20
Star Swatch Signatures,2,John Cena,Legend,/25
Star Swatch Signatures Amethyst,2,John Cena,Legend,/8
Star Swatch Signatures Emerald,2,John Cena,Legend,/5
Star Swatch Signatures Gold,2,John Cena,Legend,/10
Star Swatch Signatures Platinum,2,John Cena,Legend,1/1
Star Swatch Signatures Ruby,2,John Cena,Legend,/15
Superstar Logo Gems,1,John Cena,Legend,1/1
WWE Logo Gems,15,John Cena,Legend,1/1
Flawless Dual Memorabilia,9,John Cena / CM Punk,Legend / Raw,/15
Flawless Dual Memorabilia Emerald,9,John Cena / CM Punk,Legend / Raw,/5
Flawless Dual Memorabilia Gold,9,John Cena / CM Punk,Legend / Raw,/10
Flawless Dual Memorabilia Platinum,9,John Cena / CM Punk,Legend / Raw,1/1
Flawless Performances,9,Johnny Gargano,SmackDown,/25
Flawless Performances Amethyst,9,Johnny Gargano,SmackDown,/8
Flawless Performances Emerald,9,Johnny Gargano,SmackDown,/5
Flawless Performances Gold,9,Johnny Gargano,SmackDown,/10
Flawless Performances Platinum,9,Johnny Gargano,SmackDown,1/1
Flawless Performances Ruby,9,Johnny Gargano,SmackDown,/15
Flawless Performances Sapphire,9,Johnny Gargano,SmackDown,/20
Vertical Autographed Memorabilia,33,Johnny Gargano,SmackDown,/25
Vertical Autographed Memorabilia Amethyst,33,Johnny Gargano,SmackDown,/8
Vertical Autographed Memorabilia Bronze FOTL,33,Johnny Gargano,SmackDown,/3
Vertical Autographed Memorabilia Emerald,33,Johnny Gargano,SmackDown,/5
Vertical Autographed Memorabilia Gold,33,Johnny Gargano,SmackDown,/10
Vertical Autographed Memorabilia Platinum,33,Johnny Gargano,SmackDown,1/1
Vertical Autographed Memorabilia Ruby,33,Johnny Gargano,SmackDown,/15
Horizontal Autographed Memorabilia,47,Josh Briggs,NXT,/25
Horizontal Autographed Memorabilia Amethyst,47,Josh Briggs,NXT,/8
Horizontal Autographed Memorabilia Bronze FOTL,47,Josh Briggs,NXT,/3
Horizontal Autographed Memorabilia Emerald,47,Josh Briggs,NXT,/5
Horizontal Autographed Memorabilia Gold,47,Josh Briggs,NXT,/10
Horizontal Autographed Memorabilia Platinum,47,Josh Briggs,NXT,1/1
Horizontal Autographed Memorabilia Ruby,47,Josh Briggs,NXT,/15
Horizontal Autographed Memorabilia,8,Julius Creed,Raw,/25
Horizontal Autographed Memorabilia Amethyst,8,Julius Creed,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,8,Julius Creed,Raw,/3
Horizontal Autographed Memorabilia Emerald,8,Julius Creed,Raw,/5
Horizontal Autographed Memorabilia Gold,8,Julius Creed,Raw,/10
Horizontal Autographed Memorabilia Platinum,8,Julius Creed,Raw,1/1
Horizontal Autographed Memorabilia Ruby,8,Julius Creed,Raw,/15
Signature Prime Materials,31,Julius Creed,Raw,/25
Signature Prime Materials Amethyst,31,Julius Creed,Raw,/8
Signature Prime Materials Emerald,31,Julius Creed,Raw,/5
Signature Prime Materials Gold,31,Julius Creed,Raw,/10
Signature Prime Materials Platinum,31,Julius Creed,Raw,1/1
Signature Prime Materials Ruby,31,Julius Creed,Raw,/15
Flawless Patch Autographs,26,Kairi Sane,Raw,/25
Flawless Patch Autographs Amethyst,26,Kairi Sane,Raw,/8
Flawless Patch Autographs Emerald,26,Kairi Sane,Raw,/5
Flawless Patch Autographs Gold,26,Kairi Sane,Raw,/10
Flawless Patch Autographs Platinum,26,Kairi Sane,Raw,1/1
Flawless Patch Autographs Ruby,26,Kairi Sane,Raw,/15
Raw Logo Gems,5,Kairi Sane,Raw,1/1
Vertical Autographed Memorabilia,43,Kairi Sane,Raw,/25
Vertical Autographed Memorabilia Amethyst,43,Kairi Sane,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,43,Kairi Sane,Raw,/3
Vertical Autographed Memorabilia Emerald,43,Kairi Sane,Raw,/5
Vertical Autographed Memorabilia Gold,43,Kairi Sane,Raw,/10
Vertical Autographed Memorabilia Platinum,43,Kairi Sane,Raw,1/1
Vertical Autographed Memorabilia Ruby,43,Kairi Sane,Raw,/15
Base Legends,67,Kane,Legend,/25
Base Legends Amethyst,67,Kane,Legend,/8
Base Legends Emerald,67,Kane,Legend,/5
Base Legends Gold,67,Kane,Legend,/10
Base Legends Platinum,67,Kane,Legend,1/1
Base Legends Ruby,67,Kane,Legend,/15
Flawless Finishing Moves,16,Kane,Legend,/25
Flawless Finishing Moves Amethyst,16,Kane,Legend,/8
Flawless Finishing Moves Emerald,16,Kane,Legend,/5
Flawless Finishing Moves Gold,16,Kane,Legend,/10
Flawless Finishing Moves Platinum,16,Kane,Legend,1/1
Flawless Finishing Moves Ruby,16,Kane,Legend,/15
Flawless Finishing Moves Sapphire,16,Kane,Legend,/20
Flawless Memorabilia,39,Kane,Legend,/15
Flawless Memorabilia Amethyst,39,Kane,Legend,/6
Flawless Memorabilia Emerald,39,Kane,Legend,/3
Flawless Memorabilia Gold,39,Kane,Legend,/10
Flawless Memorabilia Platinum,39,Kane,Legend,1/1
Flawless Royal Rumble Autographs,10,Kane,Legend,/25
Flawless Royal Rumble Autographs Amethyst,10,Kane,Legend,/8
Flawless Royal Rumble Autographs Emerald,10,Kane,Legend,/5
Flawless Royal Rumble Autographs Gold,10,Kane,Legend,/10
Flawless Royal Rumble Autographs Platinum,10,Kane,Legend,1/1
Flawless Royal Rumble Autographs Ruby,10,Kane,Legend,/15
Flawless Royal Rumble Autographs Sapphire,10,Kane,Legend,/20
Flawless Survivor Series Autographs,20,Kane,Legend,/25
Flawless Survivor Series Autographs Amethyst,20,Kane,Legend,/8
Flawless Survivor Series Autographs Emerald,20,Kane,Legend,/5
Flawless Survivor Series Autographs Gold,20,Kane,Legend,/10
Flawless Survivor Series Autographs Platinum,20,Kane,Legend,1/1
Flawless Survivor Series Autographs Ruby,20,Kane,Legend,/15
Flawless Survivor Series Autographs Sapphire,20,Kane,Legend,/20
Star Swatch Signatures,12,Kane,Legend,/25
Star Swatch Signatures Amethyst,12,Kane,Legend,/8
Star Swatch Signatures Emerald,12,Kane,Legend,/5
Star Swatch Signatures Gold,12,Kane,Legend,/10
Star Swatch Signatures Platinum,12,Kane,Legend,1/1
Star Swatch Signatures Ruby,12,Kane,Legend,/15
WWE Legends Logo Gems,19,Kane,Legend,1/1
Signature Prime Materials,3,Karmen Petrovic,NXT,/25
Signature Prime Materials Amethyst,3,Karmen Petrovic,NXT,/8
Signature Prime Materials Emerald,3,Karmen Petrovic,NXT,/5
Signature Prime Materials Gold,3,Karmen Petrovic,NXT,/10
Signature Prime Materials Platinum,3,Karmen Petrovic,NXT,1/1
Signature Prime Materials Ruby,3,Karmen Petrovic,NXT,/15
Horizontal Autographed Memorabilia,18,Karrion Kross,Raw,/25
Horizontal Autographed Memorabilia Amethyst,18,Karrion Kross,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,18,Karrion Kross,Raw,/3
Horizontal Autographed Memorabilia Emerald,18,Karrion Kross,Raw,/5
Horizontal Autographed Memorabilia Gold,18,Karrion Kross,Raw,/10
Horizontal Autographed Memorabilia Platinum,18,Karrion Kross,Raw,1/1
Horizontal Autographed Memorabilia Ruby,18,Karrion Kross,Raw,/15
Jumbo Memorabilia,7,Karrion Kross,Raw,/15
Jumbo Memorabilia Amethyst,7,Karrion Kross,Raw,/8
Jumbo Memorabilia Emerald,7,Karrion Kross,Raw,/5
Jumbo Memorabilia Gold,7,Karrion Kross,Raw,/10
Jumbo Memorabilia Platinum,7,Karrion Kross,Raw,1/1
Signature Prime Materials,13,Karrion Kross,Raw,/25
Signature Prime Materials Amethyst,13,Karrion Kross,Raw,/8
Signature Prime Materials Emerald,13,Karrion Kross,Raw,/5
Signature Prime Materials Gold,13,Karrion Kross,Raw,/10
Signature Prime Materials Platinum,13,Karrion Kross,Raw,1/1
Signature Prime Materials Ruby,13,Karrion Kross,Raw,/15
Vertical Autographed Memorabilia,5,Karrion Kross,Raw,/25
Vertical Autographed Memorabilia Amethyst,5,Karrion Kross,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,5,Karrion Kross,Raw,/3
Vertical Autographed Memorabilia Emerald,5,Karrion Kross,Raw,/5
Vertical Autographed Memorabilia Gold,5,Karrion Kross,Raw,/10
Vertical Autographed Memorabilia Platinum,5,Karrion Kross,Raw,1/1
Vertical Autographed Memorabilia Ruby,5,Karrion Kross,Raw,/15
Base,42,Kelani Jordan,NXT,/25
Base Amethyst,42,Kelani Jordan,NXT,/8
Base Emerald,42,Kelani Jordan,NXT,/5
Base Gold,42,Kelani Jordan,NXT,/10
Base Platinum,42,Kelani Jordan,NXT,1/1
Base Ruby,42,Kelani Jordan,NXT,/15
Flawless Patch Autographs,15,Kelani Jordan,NXT,/25
Flawless Patch Autographs Amethyst,15,Kelani Jordan,NXT,/8
Flawless Patch Autographs Emerald,15,Kelani Jordan,NXT,/5
Flawless Patch Autographs Gold,15,Kelani Jordan,NXT,/10
Flawless Patch Autographs Platinum,15,Kelani Jordan,NXT,1/1
Flawless Patch Autographs Ruby,15,Kelani Jordan,NXT,/15
Horizontal Autographed Memorabilia,28,Kelani Jordan,NXT,/25
Horizontal Autographed Memorabilia Amethyst,28,Kelani Jordan,NXT,/8
Horizontal Autographed Memorabilia Bronze FOTL,28,Kelani Jordan,NXT,/3
Horizontal Autographed Memorabilia Emerald,28,Kelani Jordan,NXT,/5
Horizontal Autographed Memorabilia Gold,28,Kelani Jordan,NXT,/10
Horizontal Autographed Memorabilia Platinum,28,Kelani Jordan,NXT,1/1
Horizontal Autographed Memorabilia Ruby,28,Kelani Jordan,NXT,/15
NXT Logo Gems,5,Kelani Jordan,NXT,1/1
Flawless Memorabilia,1,Ken Shamrock,Legend,/15
Flawless Memorabilia Amethyst,1,Ken Shamrock,Legend,/6
Flawless Memorabilia Emerald,1,Ken Shamrock,Legend,/3
Flawless Memorabilia Gold,1,Ken Shamrock,Legend,/10
Flawless Memorabilia Platinum,1,Ken Shamrock,Legend,1/1
Flawless Patch Autographs,36,Ken Shamrock,Legend,/25
Flawless Patch Autographs Amethyst,36,Ken Shamrock,Legend,/8
Flawless Patch Autographs Emerald,36,Ken Shamrock,Legend,/5
Flawless Patch Autographs Gold,36,Ken Shamrock,Legend,/10
Flawless Patch Autographs Platinum,36,Ken Shamrock,Legend,1/1
Flawless Patch Autographs Ruby,36,Ken Shamrock,Legend,/15
Flawless Patch Autographs,7,Kevin Nash,Legend,/25
Flawless Patch Autographs Amethyst,7,Kevin Nash,Legend,/8
Flawless Patch Autographs Emerald,7,Kevin Nash,Legend,/5
Flawless Patch Autographs Gold,7,Kevin Nash,Legend,/10
Flawless Patch Autographs Platinum,7,Kevin Nash,Legend,1/1
Flawless Dual Memorabilia,10,Kevin Nash / Scott Hall,Legend,/12
Flawless Dual Memorabilia Amethyst,10,Kevin Nash / Scott Hall,Legend,/8
Flawless Triple Memorabilia,1,"Kevin Nash / Scott Hall / ""Hollywood"" Hulk Hogan",Legend,/15
Base,34,Kevin Owens,SmackDown,/25
Base Amethyst,34,Kevin Owens,SmackDown,/8
Base Emerald,34,Kevin Owens,SmackDown,/5
Base Gold,34,Kevin Owens,SmackDown,/10
Base Platinum,34,Kevin Owens,SmackDown,1/1
Base Ruby,34,Kevin Owens,SmackDown,/15
Flawless Achievements,27,Kevin Owens,SmackDown,/25
Flawless Achievements Amethyst,27,Kevin Owens,SmackDown,/8
Flawless Achievements Emerald,27,Kevin Owens,SmackDown,/5
Flawless Achievements Gold,27,Kevin Owens,SmackDown,/10
Flawless Achievements Platinum,27,Kevin Owens,SmackDown,1/1
Flawless Achievements Ruby,27,Kevin Owens,SmackDown,/15
Flawless Achievements Sapphire,27,Kevin Owens,SmackDown,/20
Flawless Patch Autographs,17,Kevin Owens,SmackDown,/25
Flawless Patch Autographs Amethyst,17,Kevin Owens,SmackDown,/8
Flawless Patch Autographs Emerald,17,Kevin Owens,SmackDown,/5
Flawless Patch Autographs Gold,17,Kevin Owens,SmackDown,/10
Flawless Patch Autographs Platinum,17,Kevin Owens,SmackDown,1/1
Flawless Patch Autographs Ruby,17,Kevin Owens,SmackDown,/15
Horizontal Autographed Memorabilia,38,Kevin Owens,SmackDown,/25
Horizontal Autographed Memorabilia Amethyst,38,Kevin Owens,SmackDown,/8
Horizontal Autographed Memorabilia Bronze FOTL,38,Kevin Owens,SmackDown,/3
Horizontal Autographed Memorabilia Emerald,38,Kevin Owens,SmackDown,/5
Horizontal Autographed Memorabilia Gold,38,Kevin Owens,SmackDown,/10
Horizontal Autographed Memorabilia Platinum,38,Kevin Owens,SmackDown,1/1
Horizontal Autographed Memorabilia Ruby,38,Kevin Owens,SmackDown,/15
Jumbo Memorabilia,10,Kevin Owens,SmackDown,/15
Jumbo Memorabilia Amethyst,10,Kevin Owens,SmackDown,/8
Jumbo Memorabilia Emerald,10,Kevin Owens,SmackDown,/5
Jumbo Memorabilia Gold,10,Kevin Owens,SmackDown,/10
Jumbo Memorabilia Platinum,10,Kevin Owens,SmackDown,1/1
Signature Prime Materials,23,Kevin Owens,SmackDown,/25
Signature Prime Materials Amethyst,23,Kevin Owens,SmackDown,/8
Signature Prime Materials Emerald,23,Kevin Owens,SmackDown,/5
Signature Prime Materials Gold,23,Kevin Owens,SmackDown,/10
Signature Prime Materials Platinum,23,Kevin Owens,SmackDown,1/1
Signature Prime Materials Ruby,23,Kevin Owens,SmackDown,/15
Smackdown Logo Gems,5,Kevin Owens,SmackDown,1/1
Vertical Autographed Memorabilia,41,Kiana James,Raw,/25
Vertical Autographed Memorabilia Amethyst,41,Kiana James,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,41,Kiana James,Raw,/3
Vertical Autographed Memorabilia Emerald,41,Kiana James,Raw,/5
Vertical Autographed Memorabilia Gold,41,Kiana James,Raw,/10
Vertical Autographed Memorabilia Platinum,41,Kiana James,Raw,1/1
Vertical Autographed Memorabilia Ruby,41,Kiana James,Raw,/15
Flawless Patch Autographs,27,Kofi Kingston,Raw,/25
Flawless Patch Autographs Amethyst,27,Kofi Kingston,Raw,/8
Flawless Patch Autographs Emerald,27,Kofi Kingston,Raw,/5
Flawless Patch Autographs Platinum,27,Kofi Kingston,Raw,1/1
Flawless Patch Autographs Ruby,27,Kofi Kingston,Raw,/15
Jumbo Memorabilia,17,Kofi Kingston,Raw,/15
Jumbo Memorabilia Amethyst,17,Kofi Kingston,Raw,/8
Jumbo Memorabilia Emerald,17,Kofi Kingston,Raw,/5
Jumbo Memorabilia Gold,17,Kofi Kingston,Raw,/10
Jumbo Memorabilia Platinum,17,Kofi Kingston,Raw,1/1
Raw Logo Gems,19,Kofi Kingston,Raw,1/1
Signature Prime Materials,33,Kofi Kingston,Raw,/25
Signature Prime Materials Amethyst,33,Kofi Kingston,Raw,/8
Signature Prime Materials Emerald,33,Kofi Kingston,Raw,/5
Signature Prime Materials Gold,33,Kofi Kingston,Raw,/10
Signature Prime Materials Ruby,33,Kofi Kingston,Raw,/15
Vertical Autographed Memorabilia,15,Kofi Kingston,Raw,/25
Vertical Autographed Memorabilia Amethyst,15,Kofi Kingston,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,15,Kofi Kingston,Raw,/3
Vertical Autographed Memorabilia Emerald,15,Kofi Kingston,Raw,/5
Vertical Autographed Memorabilia Gold,15,Kofi Kingston,Raw,/10
Vertical Autographed Memorabilia Ruby,15,Kofi Kingston,Raw,/15
Base Legends,66,Kurt Angle,Legend,/25
Base Legends Amethyst,66,Kurt Angle,Legend,/8
Base Legends Emerald,66,Kurt Angle,Legend,/5
Base Legends Gold,66,Kurt Angle,Legend,/10
Base Legends Platinum,66,Kurt Angle,Legend,1/1
Base Legends Ruby,66,Kurt Angle,Legend,/15
Flawless Achievements,1,Kurt Angle,Legend,/25
Flawless Achievements Amethyst,1,Kurt Angle,Legend,/8
Flawless Achievements Emerald,1,Kurt Angle,Legend,/5
Flawless Achievements Gold,1,Kurt Angle,Legend,/10
Flawless Achievements Platinum,1,Kurt Angle,Legend,1/1
Flawless Achievements Ruby,1,Kurt Angle,Legend,/15
Flawless Achievements Sapphire,1,Kurt Angle,Legend,/20
Flawless Finishing Moves,5,Kurt Angle,Legend,/25
Flawless Finishing Moves Amethyst,5,Kurt Angle,Legend,/8
Flawless Finishing Moves Emerald,5,Kurt Angle,Legend,/5
Flawless Finishing Moves Gold,5,Kurt Angle,Legend,/10
Flawless Finishing Moves Platinum,5,Kurt Angle,Legend,1/1
Flawless Finishing Moves Ruby,5,Kurt Angle,Legend,/15
Flawless Finishing Moves Sapphire,5,Kurt Angle,Legend,/20
Flawless Performances,19,Kurt Angle,Legend,/25
Flawless Performances Amethyst,19,Kurt Angle,Legend,/8
Flawless Performances Emerald,19,Kurt Angle,Legend,/5
Flawless Performances Gold,19,Kurt Angle,Legend,/10
Flawless Performances Platinum,19,Kurt Angle,Legend,1/1
Flawless Performances Ruby,19,Kurt Angle,Legend,/15
Flawless Performances Sapphire,19,Kurt Angle,Legend,/20
Flawless SummerSlam Autographs,14,Kurt Angle,Legend,/25
Flawless SummerSlam Autographs Amethyst,14,Kurt Angle,Legend,/8
Flawless SummerSlam Autographs Emerald,14,Kurt Angle,Legend,/5
Flawless SummerSlam Autographs Gold,14,Kurt Angle,Legend,/10
Flawless SummerSlam Autographs Platinum,14,Kurt Angle,Legend,1/1
Flawless SummerSlam Autographs Ruby,14,Kurt Angle,Legend,/15
Flawless SummerSlam Autographs Sapphire,14,Kurt Angle,Legend,/20
Flawless WrestleMania Autographs,8,Kurt Angle,Legend,/25
Flawless WrestleMania Autographs Amethyst,8,Kurt Angle,Legend,/8
Flawless WrestleMania Autographs Emerald,8,Kurt Angle,Legend,/5
Flawless WrestleMania Autographs Gold,8,Kurt Angle,Legend,/10
Flawless WrestleMania Autographs Platinum,8,Kurt Angle,Legend,1/1
Flawless WrestleMania Autographs Ruby,8,Kurt Angle,Legend,/15
Flawless WrestleMania Autographs Sapphire,8,Kurt Angle,Legend,/20
Base,48,LA Knight,SmackDown,/25
Base Amethyst,48,LA Knight,SmackDown,/8
Base Emerald,48,LA Knight,SmackDown,/5
Base Gold,48,LA Knight,SmackDown,/10
Base Platinum,48,LA Knight,SmackDown,1/1
Base Ruby,48,LA Knight,SmackDown,/15
Flawless Finishing Moves,17,LA Knight,SmackDown,/25
Flawless Finishing Moves Amethyst,17,LA Knight,SmackDown,/8
Flawless Finishing Moves Emerald,17,LA Knight,SmackDown,/5
Flawless Finishing Moves Gold,17,LA Knight,SmackDown,/10
Flawless Finishing Moves Platinum,17,LA Knight,SmackDown,1/1
Flawless Finishing Moves Ruby,17,LA Knight,SmackDown,/15
Flawless Finishing Moves Sapphire,17,LA Knight,SmackDown,/20
Flawless Performances,29,LA Knight,SmackDown,/25
Flawless Performances Amethyst,29,LA Knight,SmackDown,/8
Flawless Performances Emerald,29,LA Knight,SmackDown,/5
Flawless Performances Gold,29,LA Knight,SmackDown,/10
Flawless Performances Platinum,29,LA Knight,SmackDown,1/1
Flawless Performances Ruby,29,LA Knight,SmackDown,/15
Flawless Performances Sapphire,29,LA Knight,SmackDown,/20
Horizontal Autographed Memorabilia,48,LA Knight,SmackDown,/25
Horizontal Autographed Memorabilia Amethyst,48,LA Knight,SmackDown,/8
Horizontal Autographed Memorabilia Bronze FOTL,48,LA Knight,SmackDown,/3
Horizontal Autographed Memorabilia Emerald,48,LA Knight,SmackDown,/5
Horizontal Autographed Memorabilia Gold,48,LA Knight,SmackDown,/10
Horizontal Autographed Memorabilia Platinum,48,LA Knight,SmackDown,1/1
Horizontal Autographed Memorabilia Ruby,48,LA Knight,SmackDown,/15
Jumbo Memorabilia,27,LA Knight,SmackDown,/15
Jumbo Memorabilia Amethyst,27,LA Knight,SmackDown,/8
Jumbo Memorabilia Emerald,27,LA Knight,SmackDown,/5
Jumbo Memorabilia Gold,27,LA Knight,SmackDown,/10
Jumbo Memorabilia Platinum,27,LA Knight,SmackDown,1/1
Smackdown Logo Gems,7,LA Knight,SmackDown,1/1
Star Swatch Signatures,4,LA Knight,SmackDown,/25
Star Swatch Signatures Amethyst,4,LA Knight,SmackDown,/8
Star Swatch Signatures Emerald,4,LA Knight,SmackDown,/5
Star Swatch Signatures Gold,4,LA Knight,SmackDown,/10
Star Swatch Signatures Platinum,4,LA Knight,SmackDown,1/1
Star Swatch Signatures Ruby,4,LA Knight,SmackDown,/15
WWE Logo Gems,10,LA Knight,SmackDown,1/1
Base Legends,76,Lex Luger,Legend,/25
Base Legends Amethyst,76,Lex Luger,Legend,/8
Base Legends Emerald,76,Lex Luger,Legend,/5
Base Legends Gold,76,Lex Luger,Legend,/10
Base Legends Platinum,76,Lex Luger,Legend,1/1
Base Legends Ruby,76,Lex Luger,Legend,/15
Base Legends,77,Lita,Legend,/25
Base Legends Amethyst,77,Lita,Legend,/8
Base Legends Emerald,77,Lita,Legend,/5
Base Legends Gold,77,Lita,Legend,/10
Base Legends Platinum,77,Lita,Legend,1/1
Base Legends Ruby,77,Lita,Legend,/15
Flawless Achievements,11,Lita,Legend,/25
Flawless Achievements Amethyst,11,Lita,Legend,/8
Flawless Achievements Emerald,11,Lita,Legend,/5
Flawless Achievements Gold,11,Lita,Legend,/10
Flawless Achievements Platinum,11,Lita,Legend,1/1
Flawless Achievements Ruby,11,Lita,Legend,/15
Flawless Achievements Sapphire,11,Lita,Legend,/20
Flawless Finishing Moves,3,Lita,Legend,/25
Flawless Finishing Moves Amethyst,3,Lita,Legend,/8
Flawless Finishing Moves Emerald,3,Lita,Legend,/5
Flawless Finishing Moves Gold,3,Lita,Legend,/10
Flawless Finishing Moves Platinum,3,Lita,Legend,1/1
Flawless Finishing Moves Ruby,3,Lita,Legend,/15
Flawless Finishing Moves Sapphire,3,Lita,Legend,/20
WWE Legends Logo Gems,10,Lita,Legend,1/1
Base,37,Liv Morgan,Raw,/25
Base Amethyst,37,Liv Morgan,Raw,/8
Base Emerald,37,Liv Morgan,Raw,/5
Base Gold,37,Liv Morgan,Raw,/10
Base Platinum,37,Liv Morgan,Raw,1/1
Base Ruby,37,Liv Morgan,Raw,/15
Raw Logo Gems,12,Liv Morgan,Raw,1/1
Star Swatch Signatures,14,Liv Morgan,Raw,/25
Star Swatch Signatures Amethyst,14,Liv Morgan,Raw,/8
Star Swatch Signatures Emerald,14,Liv Morgan,Raw,/5
Star Swatch Signatures Gold,14,Liv Morgan,Raw,/10
Star Swatch Signatures Platinum,14,Liv Morgan,Raw,1/1
Star Swatch Signatures Ruby,14,Liv Morgan,Raw,/15
Vertical Autographed Memorabilia,35,Liv Morgan,Raw,/25
Vertical Autographed Memorabilia Amethyst,35,Liv Morgan,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,35,Liv Morgan,Raw,/3
Vertical Autographed Memorabilia Emerald,35,Liv Morgan,Raw,/5
Vertical Autographed Memorabilia Gold,35,Liv Morgan,Raw,/10
Vertical Autographed Memorabilia Platinum,35,Liv Morgan,Raw,1/1
Vertical Autographed Memorabilia Ruby,35,Liv Morgan,Raw,/15
WWE Logo Gems,3,Liv Morgan,Raw,1/1
Base,31,Lola Vice,NXT,/25
